"SAST_ProjectId","SAST_ProjectName","SAST_OwningTeam","SAST_ProjectUrl","SAST_ProjectGitBranch","SAST_Preset","SAST_Last_Scan_Date","SAST_ScanOrigin","SAST_Engine_Configuration","Cx1_ProjectId","Cx1_ProjectName","Cx1_AppName","Cx1_PresetName","Cx1_EnabledScanners","Cx1_Groups"
"1978","NodeGoat","/CxServer/SP/America/PSNA/AlanNguyen","https://github.com/OWASP/NodeGoat.git","/refs/heads/master","Checkmarx Default","6/22/2022 3:15:49 PM","Web Portal","Improved Scan Flow","","","","","",""
"1982","VulnPhpTest","/CxServer/SP/America","","","Checkmarx Default","6/10/2022 3:55:33 PM","Web Portal","Improved Scan Flow","","","","","",""
"1991","Insecure Bank - .NET Core","/CxServer/SP/America/checkmarx.com - 1","","","High and Medium","6/24/2022 5:04:13 PM","Web Portal","Improved Scan Flow","","","","","",""
"1996","TG_ADO_CxSAST+Pipeline","/CxServer/SP/America","","","High and Medium","6/29/2022 1:29:17 AM","ADO dev.azure.com Running a Scan from Azure DevOps","Default Configuration","","","","","",""
"1997","WebGoat","/CxServer/SP/America/PSNA/PatrickMichael/TestTeam","https://github.com/WebGoat/WebGoat.git","/refs/heads/release/v8.2.2","Checkmarx Default","6/29/2022 3:49:09 AM","Web Portal","Improved Scan Flow","","","","","",""
"1998","hello_this_is_alice","/CxServer/SP/America/PSNA/PatrickMichael/TestTeam","https://github.com/juice-shop/juice-shop","/refs/heads/master","Checkmarx Default","6/29/2022 2:47:22 PM","Web Portal","Improved Scan Flow","","","","","",""
"1999","call_me_francine","/CxServer/SP/America/PSNA/PatrickMichael/TestTeam","https://github.com/juice-shop/juice-shop","/refs/heads/master","Checkmarx Default","6/29/2022 2:49:12 PM","Web Portal","Improved Scan Flow","","","","","",""
"2000","TG_CxSAST_ADO_Pipeline_YML_JVL","/CxServer/SP/America","","","High and Medium and Low","7/21/2022 4:46:10 PM","CxFlow","Default Configuration","","","","","",""
"2001","TG_CxSAST_ADO_Pipeline","/CxServer/SP/America","","","Checkmarx Default","7/25/2022 3:17:57 PM","CxFlow","Default Configuration","","","","","",""
"2006","Test Scan","/CxServer/SP/America/Strategic/Team2","","","Checkmarx Default","7/6/2022 6:51:35 PM","Web Portal","Improved Scan Flow","","","","","",""
"2008","cxflow-gitrunners","/CxServer/SP/America/PSNA","","","Checkmarx Default","7/7/2022 5:21:20 AM","cx-CLI","Improved Scan Flow","","","","","",""
"2009","Second run","/CxServer/SP/America/Strategic/Team2","","","Checkmarx Default","7/7/2022 12:27:52 PM","Web Portal","Improved Scan Flow","","","","","",""
"2019","Exercício de simulação","/CxServer/SP/America/hotmail.com - 55","","","Checkmarx Default","7/12/2022 4:25:26 PM","Web Portal","Improved Scan Flow","","","","","",""
"2020","Micah Integration","/CxServer/SP/America/SE/new team","","","Checkmarx Default","7/12/2022 7:27:37 PM","Web Portal","Improved Scan Flow","","","","","",""
"2022","Projeto1","/CxServer/SP/America/hotmail.com - 55","","","Checkmarx Default","7/13/2022 5:17:18 PM","Web Portal","Improved Scan Flow","","","","","",""
"2023","Book Store","/CxServer/SP/America/Strategic/Team3","","","Checkmarx Default","7/14/2022 3:00:20 PM","Web Portal","Default Configuration","","","","","",""
"2024","testApexCode","/CxServer/SP/America","https://github.com/jclark434175/testCode","/refs/heads/main","All","7/21/2022 5:27:13 PM","Web Portal","Improved Scan Flow","","","","","",""
"2025","PhP","/CxServer/SP/America/hotmail.com - 55","","","Checkmarx Default",,,"Improved Scan Flow","","","","","",""
"2035","Book Store Patched","/CxServer/SP/America/Strategic/Team3","","","Checkmarx Default","7/17/2022 9:25:42 PM","Web Portal","Default Configuration","","","","","",""
"2059","webgoat teset","/CxServer/SP/America","https://github.com/WebGoat/WebGoat","/refs/heads/main","Checkmarx Default","7/26/2022 10:23:03 PM","Web Portal","Improved Scan Flow","","","","","",""
"2060","AltoroJ Test","/CxServer/SP/America","https://github.com/HCL-TECH-SOFTWARE/AltoroJ","/refs/heads/master","Checkmarx Default","7/26/2022 10:24:40 PM","Web Portal","Improved Scan Flow","","","","","",""
"2073","qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq","/CxServer/SP/America/PSNA/PatrickMichael/TestTeam","https://github.com/rdr3/test","/refs/heads/master","Checkmarx Default","8/19/2022 7:21:01 PM","Web Portal","Improved Scan Flow","","","","","",""
"2074","eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee","/CxServer/SP/America/PSNA/PatrickMichael/TestTeam","https://github.com/rdr3/test","/refs/heads/master","Checkmarx Default","8/19/2022 7:22:08 PM","Web Portal","Improved Scan Flow","","","","","",""
"2079","checkmarx-main","/CxServer/SP/America","","","Checkmarx Default",,,"Default Configuration","","","","","",""
"2082","mglCLItest","/CxServer/SP/America","https://github.com/CSPF-Founder/JavaVulnerableLab.git","/refs/heads/master","Checkmarx Default","8/30/2022 5:51:15 PM","cx-CLI","Improved Scan Flow","","","","","",""
"2084","TruffleHog","/CxServer/SP/America/checkmarx.com - 1","https://github.com/NirCheckmarx/TruffleHogDemo","/refs/heads/master","All","8/30/2022 12:24:30 PM","Web Portal","Improved Scan Flow","","","","","",""
"2085","mglNavApp","/CxServer/SP/America","","","High and Medium","8/30/2022 7:51:32 PM","cx-CLI","Default Configuration","","","","","",""
"2086","NavApp","/CxServer/SP/America","","","High and Medium","8/31/2022 5:14:30 PM","cx-CLI","Default Configuration","","","","","",""
"2091","NodeGoat","/CxServer/SP/America","","","High and Medium","9/1/2022 5:35:27 PM","cx-CLI","Default Configuration","","","","","",""
"2097","NavApp","/CxServer/SP/America/PS NA Evaluation","","","Checkmarx Default","9/6/2022 7:17:44 PM","cx-CLI","Default Configuration","","","","","",""
"2118","Support case 2","/CxServer/SP/America/NA-Support/Team3","","","Checkmarx Default","9/20/2022 3:32:01 PM","Web Portal","Default Configuration","","","","","",""
"2119","Support case 3","/CxServer/SP/America/NA-Support/Team3","","","Checkmarx Default",,,"Improved Scan Flow","","","","","",""
"2120","Support case 4","/CxServer/SP/America/NA-Support/Team3","","","Checkmarx Default",,,"Improved Scan Flow","","","","","",""
"2122","support case 5","/CxServer/SP/America/NA-Support/Team3","","","Checkmarx Default","9/21/2022 4:03:55 PM","Web Portal","Improved Scan Flow","","","","","",""
"2123","Support case 6","/CxServer/SP/America/NA-Support/Team3","","","Checkmarx Default","9/21/2022 7:04:39 PM","Web Portal","Improved Scan Flow","","","","","",""
"2124","Support case 7","/CxServer/SP/America/NA-Support/Team3","","","Checkmarx Default","9/21/2022 7:18:01 PM","Web Portal","Improved Scan Flow","","","","","",""
"2125","Support case 10","/CxServer/SP/America/NA-Support/Team3","","","Checkmarx Default","9/21/2022 8:10:22 PM","Web Portal","Improved Scan Flow","","","","","",""
"2126","Sample","/CxServer/SP/America/NA-Support/Team3","","","Checkmarx Default","9/21/2022 8:27:14 PM","Web Portal","Improved Scan Flow","","","","","",""
"2127","Sample1","/CxServer/SP/America/NA-Support/Team3","","","Checkmarx Default","9/21/2022 9:26:29 PM","Web Portal","Improved Scan Flow","","","","","",""
"2128","Final report","/CxServer/SP/America/NA-Support/Team3","","","Checkmarx Default","9/21/2022 9:55:25 PM","Web Portal","Improved Scan Flow","","","","","",""
"2129","Jose Quezada","/CxServer/SP/America/NA-Support/Team4","","","Checkmarx Default","9/23/2022 7:59:39 PM","Web Portal","Improved Scan Flow","","","","","",""
"2131","Tunde's Project","/CxServer/SP/America/NA-Support/Team5","","","Checkmarx Default","9/28/2022 3:03:18 PM","Web Portal","Default Configuration","","","","","",""
"2132","Tunde's Billing","/CxServer/SP/America/NA-Support/Team5","","","Checkmarx Default","9/26/2022 5:38:22 PM","Web Portal","Default Configuration","","","","","",""
"2133","Tunde's Webinar","/CxServer/SP/America/NA-Support/Team5","","","Checkmarx Default","9/27/2022 4:37:52 PM","Web Portal","Default Configuration","","","","","",""
"2137","Jose-Quezada-1","/CxServer/SP/America/NA-Support/Team4","","","Checkmarx Default","9/26/2022 10:42:34 PM","Web Portal","Improved Scan Flow","","","","","",""
"2138","DVWA_priv","/CxServer/SP/America/PSNA/PatrickMichael","https://github.com/DoorwaySixteen/dvwa.git","/refs/heads/master","High and Medium and Low","9/27/2022 1:42:12 PM","Web Portal","Improved Scan Flow","","","","","",""
"2139","Tunde's Demo Tester","/CxServer/SP/America/NA-Support/Team5","","","Checkmarx Default","9/28/2022 3:10:38 PM","Web Portal","Default Configuration","","","","","",""
"2141","Tunde's Demo Tester 2","/CxServer/SP/America/NA-Support/Team5","","","Checkmarx Default","9/29/2022 4:45:32 PM","Web Portal","Default Configuration","","","","","",""
"2143","UmairKhalid Test","/CxServer/SP/America/NA-Support/Team1","","","Checkmarx Default","10/2/2022 7:38:19 PM","Web Portal","Improved Scan Flow","","","","","",""
"2144","UmairKhalid  Test 2","/CxServer/SP/America/NA-Support/Team1","","","Checkmarx Default","10/2/2022 9:15:42 PM","Web Portal","Improved Scan Flow","","","","","",""
"2145","UmairKhalid  Test 3","/CxServer/SP/America/NA-Support/Team1","","","Checkmarx Default","10/2/2022 10:07:32 PM","Web Portal","Improved Scan Flow","","","","","",""
"2147","UmairKhalid  Test 4","/CxServer/SP/America/NA-Support/Team1","","","Checkmarx Default","10/3/2022 1:55:06 PM","Web Portal","Improved Scan Flow","","","","","",""
"2148","UmairKhalid  Test 5","/CxServer/SP/America/NA-Support/Team1","","","Checkmarx Default","10/3/2022 2:29:07 PM","Web Portal","Improved Scan Flow","","","","","",""
"2149","UmairKhalid  Test 6","/CxServer/SP/America/NA-Support/Team1","","","Checkmarx Default","10/3/2022 4:21:32 PM","Web Portal","Improved Scan Flow","","","","","",""
"2150","UmairKhalid  Test 8","/CxServer/SP/America/NA-Support/Team1","","","Checkmarx Default","10/3/2022 4:32:33 PM","Web Portal","Improved Scan Flow","","","","","",""
"2151","UmairKhalid  Test 9","/CxServer/SP/America/NA-Support/Team1","","","Checkmarx Default","10/3/2022 4:40:12 PM","Web Portal","Improved Scan Flow","","","","","",""
"2152","Test 1 Umair Khalid","/CxServer/SP/America/NA-Support/Team1","","","Checkmarx Default","10/3/2022 4:50:33 PM","Web Portal","Improved Scan Flow","","","","","",""
"2153","Test Umair","/CxServer/SP/America/NA-Support/Team1","","","Checkmarx Default","10/3/2022 6:11:36 PM","Web Portal","Improved Scan Flow","","","","","",""
"2154","JVL-GS","/CxServer/SP/America","https://github.com/CxTyler/JVL.git","/refs/heads/master","High and Medium","10/3/2022 8:19:37 PM","Web Portal","Improved Scan Flow","","","","","",""
"2155","MGL_SAST_Freestyle","/CxServer/SP/America/PSNA","","","Checkmarx Default","10/20/2022 9:17:27 PM","Jenkins/2022.3.3 localhost SAST Freestyle","Improved Scan Flow","","","","","",""
"2156","cxflowdemo_PK4-master","/CxServer/SP/America/PSNA/PatrickMichael","","","Checkmarx Default","12/12/2022 2:52:20 AM","CxFlow","Default Configuration","","","","","",""
"2158","BookStore Net Scanning Project","/CxServer/SP/America/NA-Support/Team6","","","Checkmarx Default","10/6/2022 9:00:46 PM","Web Portal","Improved Scan Flow","","","","","",""
"2165","BookStore Net Scanning Project Fixes Applied","/CxServer/SP/America/NA-Support/Team6","https://github.com/Arober97/BookStore_NET_FixesApplied","/refs/heads/main","Checkmarx Default","10/7/2022 9:46:39 AM","Web Portal","Improved Scan Flow","","","","","",""
"2169","BookStore","/CxServer/SP/America/NA-Support/Team2","","","Checkmarx Default","10/10/2022 10:09:54 PM","Web Portal","Improved Scan Flow","","","","","",""
"2170","YSNoteSOAP","/CxServer/SP/America","https://github.com/yusufsefasezer/YSNoteSOAP","/refs/heads/master","Checkmarx Default","10/17/2022 8:46:58 PM","Web Portal","Improved Scan Flow","","","","","",""
"2171","linkit-govway","/CxServer/SP/America","https://github.com/link-it/govway","/refs/heads/master","Checkmarx Default",,,"Improved Scan Flow","","","","","",""
"2172","New","/CxServer/SP/America/SE","","","OWASP TOP 10 - 2021 Exploitable path","10/19/2022 4:58:21 PM","Web Portal","Improved Scan Flow","","","","","",""
"2173","JA-ProjTest","/CxServer/SP/America/PSNA","","","Checkmarx Default","10/20/2022 6:21:48 PM","Web Portal","Improved Scan Flow","","","","","",""
"2174","JA-WebGoat","/CxServer/SP/America/PSNA/tsunez","","","High and Medium","10/20/2022 9:00:53 PM","CxFlow","Default Configuration","","","","","",""
"2175","JA-WebGoat-Xcode","/CxServer/SP/America/PSNA","","","High and Medium","10/20/2022 10:07:16 PM","CxFlow","Default Configuration","","","","","",""
"2176","JA-WebGoat-iGoat","/CxServer/SP/America/PSNA","","","High and Medium","10/20/2022 11:11:08 PM","CxFlow","Default Configuration","","","","","",""
"2184","bodgeit","/CxServer/SP/America/NA-RR-PS/bitbucket","","","Checkmarx Default","11/18/2022 9:52:33 PM","Web Portal","Improved Scan Flow","","","","","",""
"2186","cxflowdemo_PK4-configure","/CxServer/SP/America/PSNA/PatrickMichael","","","Checkmarx Default","11/21/2022 2:57:05 PM","CxFlow","Default Configuration","","","","","",""
"2187","NodeGoatGit","/CxServer/SP/America/PSNA/AlanNguyen","","","Checkmarx Default","11/22/2022 5:05:18 PM","CxFlow","Improved Scan Flow","","","","","",""
"2189","DoorwaySixteen-WebGoat","/CxServer/SP/America/PSNA/PatrickMichael","","","Checkmarx Default","12/20/2022 5:10:32 PM","CxFlow","Default Configuration","","","","","",""
"2194","testest","/CxServer/SP/America/SE","https://github.com/ksalman-Cx-org-NA-kelsey-na/Webgoat.NET-base","/refs/heads/master","Checkmarx Default","12/12/2022 4:05:10 PM","Web Portal","Improved Scan Flow","","","","","",""
"2195","Webgoat.NET-base","/CxServer/SP/America/SE","https://github.com/ksalman-Cx-org-NA-kelsey-na/Webgoat.NET-base","/refs/heads/master","Checkmarx Default","12/12/2022 6:08:06 PM","Web Portal","Improved Scan Flow","","","","","",""
"2204","WebGoat2","/CxServer/SP/America/PSNA/PatrickMichael","","","High and Medium","12/20/2022 5:58:03 PM","CxFlow","Default Configuration","","","","","",""
